product_weight_g,product_length_cm,product_height_cm,product_width_cm,freight_value
600.0,34.0,17.0,28.0,20.99
600.0,16.0,6.0,16.0,16.6
600.0,16.0,6.0,15.0,16.6
200.0,16.0,2.0,20.0,18.29
1450.0,34.0,12.0,40.0,18.0
100.0,16.0,3.0,11.0,14.35
50.0,16.0,22.0,11.0,14.35
150.0,27.0,5.0,20.0,14.35
550.0,30.0,3.0,19.0,12.79
400.0,35.0,35.0,25.0,15.01
9800.0,86.0,8.0,40.0,45.3
450.0,16.0,14.0,11.0,18.23
7975.0,44.0,16.0,53.0,16.11
2450.0,45.0,15.0,35.0,17.98
350.0,17.0,4.0,12.0,7.39
1358.0,27.0,21.0,20.0,18.89
2250.0,26.0,26.0,26.0,11.15
150.0,22.0,11.0,16.0,15.1
2000.0,26.0,28.0,25.0,19.88
400.0,16.0,20.0,16.0,7.39
1950.0,20.0,30.0,30.0,21.33
2301.0,32.0,35.0,34.0,11.11
3500.0,25.0,5.0,25.0,16.01
150.0,16.0,6.0,18.0,7.78
6750.0,46.0,20.0,44.0,18.19
3400.0,33.0,25.0,28.0,11.73
11250.0,40.0,40.0,30.0,33.97
150.0,16.0,16.0,11.0,22.85
1100.0,22.0,16.0,21.0,22.98
650.0,34.0,18.0,44.0,12.94
1600.0,18.0,8.0,20.0,12.56
1383.0,40.0,23.0,37.0,25.03
1100.0,17.0,18.0,19.0,22.4
500.0,20.0,20.0,20.0,34.29
30000.0,55.0,75.0,61.0,250.57
150.0,16.0,4.0,13.0,7.78
650.0,24.0,10.0,20.0,16.11
150.0,20.0,25.0,25.0,7.78
300.0,25.0,5.0,22.0,17.68
800.0,50.0,10.0,18.0,18.71
800.0,20.0,12.0,20.0,16.39
2150.0,49.0,10.0,39.0,21.33
1450.0,45.0,15.0,35.0,14.9
400.0,43.0,16.0,27.0,18.57
900.0,40.0,4.0,30.0,16.21
700.0,20.0,11.0,13.0,7.78
1175.0,45.0,7.0,35.0,10.01
200.0,19.0,4.0,11.0,15.1
150.0,17.0,2.0,14.0,7.74
1250.0,30.0,19.0,19.0,17.85
600.0,30.0,10.0,20.0,23.1
340.0,47.0,13.0,13.0,15.47
200.0,16.0,2.0,20.0,8.72
150.0,20.0,13.0,15.0,11.85
18700.0,53.0,77.0,32.0,50.56
150.0,18.0,9.0,11.0,19.41
100.0,16.0,5.0,16.0,7.39
1250.0,69.0,11.0,11.0,20.77
1500.0,60.0,20.0,29.0,35.42
700.0,21.0,9.0,15.0,16.99
50.0,17.0,7.0,13.0,12.79
1450.0,59.0,23.0,29.0,13.37
300.0,20.0,7.0,17.0,6.19
9950.0,47.0,20.0,60.0,67.21
1111.0,29.0,10.0,14.0,19.04
14800.0,60.0,40.0,40.0,43.61
2950.0,36.0,38.0,36.0,26.21
350.0,18.0,10.0,12.0,17.88
500.0,30.0,15.0,20.0,21.15
2100.0,62.0,80.0,12.0,17.92
1900.0,30.0,15.0,15.0,18.7
1050.0,37.0,22.0,26.0,12.25
9750.0,27.0,31.0,16.0,17.17
1400.0,27.0,7.0,27.0,34.69
552.0,14.0,12.0,12.0,18.33
1500.0,20.0,20.0,20.0,15.67
200.0,30.0,20.0,20.0,22.67
10200.0,56.0,30.0,34.0,19.71
443.0,21.0,13.0,17.0,14.52
250.0,23.0,7.0,15.0,18.22
750.0,16.0,16.0,15.0,23.41
250.0,16.0,16.0,16.0,16.45
1050.0,16.0,25.0,13.0,39.99
1100.0,20.0,16.0,20.0,11.88
8600.0,40.0,30.0,40.0,17.48
1200.0,35.0,35.0,35.0,10.93
200.0,16.0,2.0,11.0,8.72
1900.0,48.0,8.0,39.0,19.12
350.0,16.0,3.0,11.0,27.37
150.0,22.0,3.0,15.0,15.87
275.0,16.0,14.0,16.0,12.97
1500.0,22.0,29.0,13.0,36.75
200.0,16.0,16.0,16.0,7.77
400.0,29.0,12.0,23.0,15.1
9300.0,44.0,21.0,38.0,23.28
1510.0,34.0,23.0,19.0,52.13
12250.0,24.0,24.0,24.0,34.44
1700.0,20.0,55.0,35.0,12.29
550.0,16.0,16.0,16.0,18.46
1500.0,55.0,5.0,16.0,18.67
383.0,16.0,12.0,13.0,18.99
1550.0,37.0,10.0,29.0,26.57
150.0,16.0,13.0,14.0,18.38
600.0,25.0,7.0,24.0,27.03
5850.0,60.0,20.0,29.0,13.64
650.0,16.0,10.0,16.0,13.37
505.0,17.0,17.0,19.0,17.06
1500.0,70.0,15.0,65.0,49.8
100.0,16.0,6.0,11.0,7.88
900.0,45.0,20.0,25.0,14.52
445.0,23.0,12.0,14.0,15.29
175.0,18.0,9.0,16.0,15.45
9850.0,36.0,47.0,36.0,24.66
1800.0,105.0,8.0,35.0,38.2
750.0,25.0,20.0,18.0,19.96
191.0,17.0,15.0,14.0,8.3
150.0,16.0,10.0,15.0,20.31
150.0,16.0,9.0,20.0,22.96
350.0,27.0,4.0,11.0,13.84
750.0,55.0,20.0,25.0,16.83
300.0,18.0,8.0,13.0,16.07
425.0,19.0,13.0,16.0,21.73
650.0,16.0,15.0,12.0,38.4
800.0,26.0,15.0,22.0,13.55
350.0,16.0,2.0,20.0,15.47
150.0,23.0,15.0,15.0,7.39
50.0,26.0,2.0,12.0,25.63
800.0,50.0,7.0,38.0,13.22
2500.0,17.0,44.0,34.0,14.42
580.0,32.0,13.0,17.0,17.53
150.0,22.0,3.0,15.0,7.64
1600.0,20.0,20.0,20.0,24.27
6900.0,95.0,4.0,55.0,28.61
150.0,16.0,5.0,16.0,17.06
1168.0,23.0,9.0,12.0,18.14
200.0,16.0,20.0,11.0,7.44
150.0,20.0,10.0,20.0,7.78
1780.0,20.0,55.0,68.0,18.04
200.0,19.0,4.0,11.0,25.63
725.0,16.0,38.0,25.0,13.44
3800.0,29.0,21.0,24.0,28.64
6500.0,20.0,16.0,20.0,15.68
2750.0,105.0,3.0,70.0,19.99
833.0,19.0,12.0,17.0,12.69
450.0,20.0,10.0,20.0,7.49
30000.0,81.0,50.0,50.0,86.8
4150.0,26.0,26.0,36.0,25.8
2000.0,41.0,19.0,41.0,19.7
200.0,29.0,7.0,16.0,14.1
92.0,18.0,17.0,12.0,15.83
1300.0,25.0,25.0,20.0,16.16
250.0,20.0,20.0,20.0,14.43
1000.0,35.0,10.0,35.0,18.52
925.0,35.0,7.0,33.0,15.17
200.0,21.0,7.0,14.0,15.23
600.0,22.0,18.0,19.0,26.51
925.0,20.0,41.0,15.0,16.73
325.0,40.0,10.0,11.0,7.78
1050.0,30.0,30.0,30.0,9.34
2363.0,23.0,27.0,19.0,16.15
375.0,16.0,8.0,14.0,65.94
24700.0,16.0,20.0,20.0,8.35
11400.0,16.0,2.0,11.0,18.29
1225.0,34.0,14.0,29.0,13.58
400.0,69.0,11.0,11.0,14.1
350.0,19.0,12.0,13.0,60.74
16125.0,81.0,7.0,83.0,37.12
500.0,18.0,13.0,16.0,25.39
343.0,19.0,22.0,20.0,13.0
600.0,25.0,8.0,15.0,14.52
867.0,17.0,27.0,16.0,20.74
240.0,18.0,14.0,16.0,34.15
950.0,21.0,27.0,21.0,14.85
250.0,16.0,7.0,11.0,14.21
200.0,25.0,10.0,20.0,19.11
21800.0,53.0,44.0,53.0,90.4
300.0,16.0,15.0,11.0,15.3
650.0,17.0,24.0,11.0,13.83
16050.0,60.0,40.0,40.0,35.36
200.0,16.0,10.0,11.0,11.85
9400.0,75.0,15.0,50.0,20.01
200.0,16.0,10.0,16.0,11.85
2250.0,30.0,30.0,30.0,20.1
2750.0,35.0,20.0,20.0,27.7
500.0,16.0,21.0,11.0,16.64
1136.0,24.0,21.0,18.0,21.52
600.0,16.0,16.0,11.0,25.7
700.0,16.0,22.0,20.0,15.11
200.0,25.0,9.0,14.0,14.66
200.0,25.0,10.0,13.0,15.32
3500.0,40.0,55.0,25.0,21.55
7000.0,30.0,30.0,30.0,25.47
2150.0,45.0,41.0,14.0,21.72
6200.0,22.0,21.0,18.0,49.99
8200.0,40.0,40.0,40.0,27.71
1850.0,19.0,20.0,16.0,21.22
100.0,16.0,10.0,16.0,15.24
500.0,35.0,10.0,12.0,15.94
2050.0,47.0,13.0,24.0,21.02
4384.0,39.0,35.0,34.0,77.77
2500.0,33.0,15.0,24.0,15.27
9900.0,56.0,36.0,37.0,29.77
800.0,22.0,7.0,15.0,10.0
300.0,20.0,10.0,15.0,15.44
971.0,36.0,26.0,24.0,12.19
1200.0,40.0,22.0,30.0,22.11
150.0,24.0,5.0,11.0,7.83
850.0,40.0,28.0,25.0,14.59
250.0,18.0,4.0,12.0,11.85
600.0,32.0,18.0,23.0,15.44
1600.0,45.0,15.0,30.0,12.83
1075.0,38.0,10.0,25.0,27.32
450.0,17.0,5.0,17.0,8.72
300.0,20.0,10.0,15.0,15.66
300.0,20.0,10.0,15.0,15.66
550.0,68.0,8.0,13.0,15.18
1050.0,16.0,10.0,50.0,16.6
500.0,35.0,15.0,20.0,19.54
533.0,25.0,3.0,12.0,12.82
150.0,17.0,7.0,12.0,18.23
5543.0,39.0,34.0,37.0,16.45
16900.0,62.0,35.0,52.0,77.92
1600.0,40.0,15.0,35.0,17.81
1600.0,60.0,8.0,36.0,9.94
200.0,29.0,7.0,16.0,10.96
10550.0,40.0,30.0,30.0,43.85
2500.0,55.0,25.0,35.0,26.02
586.0,18.0,11.0,13.0,16.14
500.0,16.0,2.0,11.0,9.25
450.0,60.0,3.0,24.0,15.1
450.0,30.0,20.0,20.0,16.11
600.0,21.0,14.0,21.0,14.79
150.0,20.0,7.0,14.0,17.83
9950.0,105.0,15.0,25.0,46.0
4750.0,40.0,25.0,25.0,34.57
800.0,21.0,7.0,21.0,27.69
1300.0,18.0,25.0,11.0,18.65
6250.0,53.0,21.0,36.0,18.15
650.0,51.0,11.0,12.0,18.27
200.0,16.0,3.0,11.0,14.52
600.0,20.0,20.0,20.0,11.85
7480.0,53.0,48.0,26.0,18.27
4267.0,47.0,23.0,31.0,18.39
450.0,42.0,10.0,29.0,12.94
550.0,100.0,6.0,50.0,16.46
1250.0,60.0,15.0,15.0,18.43
350.0,20.0,20.0,20.0,17.37
1200.0,17.0,32.0,17.0,39.65
3775.0,35.0,30.0,30.0,13.35
650.0,17.0,17.0,17.0,13.93
2250.0,35.0,10.0,35.0,16.82
2500.0,25.0,23.0,32.0,17.55
800.0,22.0,12.0,33.0,36.74
1500.0,22.0,12.0,33.0,39.36
213.0,14.0,9.0,13.0,7.39
167.0,21.0,13.0,16.0,9.24
500.0,18.0,12.0,15.0,36.09
550.0,33.0,16.0,16.0,16.5
6500.0,55.0,20.0,25.0,64.83
50.0,19.0,11.0,23.0,15.1
150.0,19.0,8.0,13.0,22.16
250.0,16.0,2.0,11.0,15.23
400.0,16.0,2.0,20.0,35.19
5350.0,25.0,45.0,16.0,16.67
150.0,27.0,13.0,17.0,8.01
3500.0,51.0,8.0,35.0,37.61
50.0,16.0,5.0,11.0,14.1
7000.0,52.0,52.0,17.0,50.0
500.0,35.0,20.0,30.0,12.03
567.0,53.0,4.0,40.0,16.34
2150.0,20.0,8.0,20.0,15.1
1000.0,28.0,11.0,28.0,11.73
300.0,16.0,10.0,11.0,17.78
7975.0,92.0,34.0,36.0,59.62
2200.0,35.0,20.0,30.0,17.81
900.0,38.0,9.0,21.0,19.68
1175.0,54.0,10.0,33.0,21.32
600.0,25.0,25.0,25.0,19.94
2900.0,69.0,11.0,11.0,23.96
375.0,16.0,8.0,11.0,16.2
17600.0,65.0,55.0,35.0,51.67
100.0,18.0,4.0,11.0,7.39
200.0,16.0,9.0,11.0,9.02
200.0,16.0,9.0,11.0,22.56
200.0,17.0,9.0,14.0,18.23
400.0,23.0,5.0,17.0,22.14
120.0,17.0,12.0,13.0,26.46
1700.0,20.0,20.0,20.0,24.31
435.0,16.0,35.0,11.0,8.72
12700.0,100.0,25.0,30.0,25.04
150.0,17.0,6.0,12.0,51.63
4800.0,58.0,10.0,50.0,18.07
10950.0,51.0,23.0,51.0,69.08
507.0,18.0,11.0,15.0,14.59
425.0,18.0,10.0,18.0,18.23
360.0,17.0,12.0,15.0,12.87
7650.0,40.0,20.0,30.0,32.76
2950.0,28.0,5.0,30.0,18.8
400.0,20.0,2.0,15.0,18.36
950.0,31.0,11.0,26.0,13.44
1200.0,34.0,6.0,41.0,13.37
875.0,60.0,8.0,33.0,24.79
150.0,16.0,9.0,11.0,51.48
8450.0,42.0,102.0,47.0,155.82
2250.0,28.0,28.0,28.0,24.11
700.0,50.0,5.0,50.0,12.79
375.0,16.0,13.0,15.0,7.78
397.0,21.0,15.0,17.0,15.03
3675.0,46.0,12.0,43.0,17.39
800.0,60.0,8.0,60.0,16.6
155.0,17.0,10.0,14.0,7.88
150.0,16.0,6.0,11.0,37.74
5550.0,30.0,45.0,30.0,13.73
3100.0,47.0,21.0,41.0,13.5
600.0,26.0,6.0,18.0,7.78
700.0,27.0,12.0,49.0,15.91
534.0,27.0,24.0,23.0,9.52
1350.0,36.0,26.0,16.0,25.14
450.0,29.0,14.0,15.0,9.94
8850.0,37.0,14.0,61.0,29.04
550.0,70.0,10.0,40.0,19.63
588.0,25.0,30.0,28.0,15.28
450.0,32.0,5.0,21.0,25.82
800.0,19.0,11.0,12.0,14.78
150.0,34.0,3.0,17.0,51.62
500.0,50.0,11.0,40.0,16.11
250.0,19.0,11.0,23.0,15.1
477.0,16.0,11.0,13.0,13.41
150.0,20.0,10.0,20.0,7.39
150.0,16.0,5.0,11.0,12.79
12300.0,33.0,20.0,80.0,120.79
300.0,16.0,16.0,16.0,10.95
1550.0,37.0,35.0,32.0,18.15
200.0,16.0,16.0,11.0,4.66
163.0,16.0,9.0,12.0,27.92
1800.0,38.0,10.0,38.0,20.15
700.0,62.0,15.0,15.0,12.8
9100.0,37.0,30.0,39.0,19.71
3000.0,53.0,19.0,19.0,13.54
150.0,18.0,6.0,20.0,15.1
150.0,18.0,6.0,20.0,15.1
16700.0,50.0,50.0,40.0,79.18
214.0,18.0,15.0,15.0,18.23
500.0,20.0,20.0,20.0,15.29
4117.0,60.0,15.0,49.0,26.39
6975.0,52.0,51.0,17.0,28.82
250.0,16.0,12.0,14.0,25.63
850.0,21.0,20.0,14.0,23.91
450.0,16.0,9.0,15.0,15.36
7950.0,40.0,40.0,40.0,31.2
250.0,20.0,20.0,20.0,7.39
200.0,22.0,2.0,16.0,15.17
2350.0,47.0,9.0,38.0,18.98
8050.0,52.0,18.0,35.0,60.51
5800.0,82.0,15.0,22.0,25.89
800.0,17.0,17.0,17.0,14.1
100.0,16.0,15.0,11.0,18.23
440.0,20.0,11.0,17.0,14.1
700.0,23.0,6.0,15.0,26.35
1500.0,60.0,20.0,29.0,13.64
1050.0,20.0,17.0,25.0,11.87
525.0,18.0,17.0,16.0,9.42
2200.0,42.0,12.0,37.0,20.99
1225.0,31.0,14.0,22.0,22.06
500.0,23.0,23.0,23.0,8.72
525.0,30.0,9.0,30.0,15.1
1950.0,20.0,6.0,20.0,28.75
600.0,55.0,18.0,37.0,15.39
200.0,20.0,25.0,25.0,7.78
600.0,29.0,4.0,24.0,8.72
500.0,16.0,12.0,22.0,15.74
2350.0,20.0,20.0,20.0,21.04
600.0,20.0,20.0,20.0,17.11
1500.0,20.0,20.0,20.0,17.12
400.0,16.0,16.0,16.0,8.72
650.0,20.0,30.0,12.0,22.18
1900.0,47.0,7.0,35.0,19.08
225.0,16.0,7.0,12.0,7.78
1044.0,23.0,23.0,22.0,9.97
2850.0,70.0,8.0,17.0,17.32
600.0,16.0,10.0,16.0,11.97
3500.0,52.0,7.0,55.0,24.82
3700.0,37.0,42.0,39.0,26.44
2150.0,60.0,15.0,30.0,59.56
50.0,20.0,8.0,17.0,7.39
1100.0,16.0,15.0,18.0,22.99
350.0,16.0,16.0,16.0,18.36
600.0,16.0,20.0,15.0,11.73
1000.0,20.0,30.0,20.0,13.65
350.0,25.0,10.0,15.0,14.38
413.0,19.0,12.0,15.0,20.39
1317.0,20.0,19.0,16.0,28.87
1300.0,30.0,30.0,35.0,20.26
2000.0,34.0,9.0,33.0,35.53
1000.0,60.0,40.0,60.0,66.82
700.0,27.0,10.0,12.0,7.78
300.0,16.0,13.0,13.0,15.66
500.0,35.0,7.0,40.0,16.05
700.0,45.0,8.0,45.0,19.38
300.0,16.0,22.0,11.0,25.63
2200.0,24.0,5.0,25.0,34.61
2650.0,16.0,11.0,11.0,18.3
200.0,32.0,10.0,25.0,14.59
500.0,40.0,15.0,40.0,11.84
400.0,40.0,15.0,40.0,11.85
400.0,40.0,15.0,40.0,11.85
9150.0,105.0,10.0,40.0,54.83
1800.0,55.0,10.0,38.0,16.74
750.0,40.0,4.0,30.0,13.71
230.0,19.0,10.0,15.0,19.44
2200.0,35.0,5.0,27.0,19.1
3900.0,35.0,40.0,25.0,17.48
950.0,40.0,5.0,30.0,17.92
13700.0,40.0,30.0,40.0,27.07
3300.0,45.0,13.0,35.0,21.32
475.0,18.0,11.0,13.0,14.96
1600.0,26.0,25.0,24.0,18.73
6050.0,38.0,30.0,28.0,17.8
2700.0,34.0,37.0,12.0,17.8
800.0,16.0,12.0,37.0,14.14
150.0,21.0,7.0,14.0,18.23
30000.0,50.0,49.0,50.0,74.34
1000.0,51.0,16.0,11.0,18.06
6850.0,51.0,39.0,43.0,12.31
300.0,17.0,9.0,11.0,7.78
250.0,16.0,2.0,11.0,15.23
1650.0,41.0,10.0,13.0,26.89
200.0,17.0,17.0,17.0,9.57
1500.0,22.0,34.0,28.0,18.24
500.0,57.0,14.0,14.0,15.1
11600.0,37.0,26.0,20.0,58.3
1750.0,16.0,16.0,16.0,23.86
2450.0,20.0,11.0,20.0,12.2
300.0,16.0,6.0,12.0,15.1
150.0,19.0,4.0,11.0,7.78
5250.0,62.0,5.0,32.0,22.7
200.0,16.0,2.0,11.0,8.11
100.0,16.0,6.0,13.0,18.44
529.0,20.0,18.0,16.0,8.45
150.0,17.0,8.0,14.0,37.04
5800.0,57.0,15.0,38.0,18.48
200.0,18.0,16.0,13.0,22.19
1495.0,29.0,21.0,17.0,22.08
400.0,20.0,20.0,20.0,2.81
18050.0,60.0,40.0,40.0,116.22
250.0,25.0,9.0,20.0,14.34
100.0,16.0,8.0,11.0,15.79
800.0,23.0,7.0,16.0,13.71
500.0,16.0,5.0,20.0,22.06
1000.0,37.0,23.0,35.0,10.96
217.0,17.0,12.0,13.0,15.1
200.0,16.0,10.0,16.0,6.47
100.0,16.0,10.0,16.0,32.36
255.0,19.0,15.0,20.0,15.1
521.0,22.0,19.0,27.0,16.42
400.0,17.0,11.0,12.0,16.76
600.0,20.0,12.0,15.0,16.76
550.0,26.0,9.0,11.0,15.33
1450.0,20.0,25.0,20.0,12.69
1205.0,39.0,24.0,23.0,11.71
9950.0,31.0,61.0,31.0,31.49
300.0,17.0,4.0,12.0,50.85
300.0,16.0,16.0,11.0,15.1
1750.0,36.0,37.0,16.0,18.36
3000.0,35.0,15.0,35.0,20.84
357.0,17.0,12.0,16.0,15.57
700.0,42.0,8.0,33.0,15.8
1250.0,29.0,5.0,21.0,18.43
9750.0,42.0,41.0,42.0,40.07
250.0,16.0,2.0,11.0,12.88
200.0,22.0,15.0,22.0,13.19
3000.0,69.0,11.0,11.0,17.63
600.0,16.0,16.0,15.0,10.96
1300.0,30.0,30.0,30.0,17.6
100.0,16.0,10.0,15.0,19.99
270.0,26.0,16.0,21.0,15.1
6500.0,40.0,30.0,30.0,38.34
4100.0,31.0,31.0,29.0,29.23
100.0,16.0,16.0,16.0,18.23
600.0,30.0,20.0,20.0,8.72
150.0,19.0,27.0,27.0,14.52
11450.0,45.0,35.0,45.0,26.26
700.0,35.0,35.0,15.0,11.85
4550.0,47.0,19.0,23.0,20.84
250.0,21.0,4.0,15.0,7.57
500.0,22.0,16.0,16.0,22.44
200.0,19.0,5.0,25.0,7.71
700.0,16.0,19.0,16.0,18.49
300.0,22.0,6.0,12.0,15.1
5683.0,45.0,30.0,30.0,27.65
400.0,16.0,30.0,20.0,11.85
350.0,30.0,12.0,20.0,18.23
680.0,18.0,15.0,17.0,11.39
3150.0,22.0,54.0,22.0,33.87
125.0,18.0,18.0,18.0,25.63
650.0,19.0,20.0,15.0,16.11
300.0,17.0,4.0,12.0,7.46
9700.0,27.0,15.0,92.0,25.04
400.0,20.0,13.0,13.0,20.61
200.0,16.0,7.0,11.0,7.78
200.0,16.0,12.0,11.0,15.1
100.0,20.0,15.0,15.0,11.03
810.0,34.0,16.0,16.0,17.45
740.0,33.0,13.0,17.0,17.24
800.0,34.0,15.0,19.0,17.23
650.0,34.0,15.0,15.0,17.24
400.0,24.0,8.0,24.0,11.73
450.0,69.0,11.0,11.0,16.79
133.0,17.0,6.0,12.0,15.1
3450.0,50.0,10.0,30.0,18.53
2300.0,36.0,21.0,36.0,26.91
2000.0,35.0,15.0,25.0,18.52
350.0,27.0,13.0,17.0,11.85
700.0,70.0,10.0,15.0,23.71
100.0,16.0,2.0,11.0,18.52
650.0,55.0,10.0,12.0,16.32
250.0,35.0,7.0,11.0,14.31
350.0,16.0,10.0,12.0,10.49
500.0,33.0,10.0,18.0,24.62
1650.0,30.0,18.0,25.0,11.15
1350.0,45.0,15.0,35.0,13.51
250.0,40.0,4.0,30.0,16.05
3700.0,27.0,43.0,22.0,16.19
500.0,23.0,6.0,15.0,25.84
133.0,16.0,9.0,11.0,14.51
250.0,18.0,15.0,16.0,10.96
500.0,60.0,9.0,50.0,12.05
2200.0,47.0,11.0,40.0,22.07
1400.0,40.0,10.0,34.0,18.23
1333.0,34.0,8.0,30.0,23.47
1450.0,35.0,15.0,25.0,23.57
1050.0,34.0,6.0,28.0,12.48
8400.0,50.0,35.0,45.0,101.03
433.0,47.0,4.0,35.0,14.66
600.0,30.0,3.0,19.0,12.7
1170.0,22.0,12.0,20.0,11.73
150.0,20.0,10.0,16.0,15.1
600.0,21.0,23.0,22.0,15.31
103.0,16.0,10.0,11.0,13.6
300.0,30.0,16.0,16.0,34.4
1450.0,35.0,11.0,20.0,18.67
1000.0,62.0,7.0,36.0,8.88
200.0,19.0,5.0,11.0,24.84
300.0,39.0,12.0,39.0,19.05
1400.0,25.0,6.0,14.0,26.94
350.0,18.0,9.0,14.0,8.96
500.0,30.0,40.0,11.0,27.72
8050.0,30.0,40.0,40.0,17.75
200.0,16.0,2.0,11.0,7.39
650.0,25.0,12.0,19.0,27.61
900.0,39.0,19.0,18.0,16.11
1075.0,25.0,16.0,20.0,16.23
200.0,26.0,5.0,13.0,34.15
300.0,16.0,2.0,11.0,14.52
150.0,16.0,7.0,11.0,14.1
600.0,20.0,15.0,20.0,20.08
500.0,17.0,5.0,13.0,17.85
1600.0,48.0,8.0,39.0,19.05
500.0,18.0,80.0,15.0,14.59
500.0,50.0,20.0,50.0,16.11
600.0,16.0,2.0,11.0,10.16
300.0,28.0,13.0,18.0,8.25
895.0,24.0,14.0,15.0,24.62
300.0,16.0,7.0,21.0,17.53
1400.0,20.0,5.0,15.0,14.48
600.0,16.0,10.0,16.0,14.56
650.0,16.0,10.0,16.0,7.28
400.0,20.0,20.0,20.0,16.79
1100.0,16.0,30.0,11.0,7.78
2600.0,24.0,24.0,24.0,31.57
300.0,17.0,9.0,16.0,18.25
650.0,33.0,18.0,27.0,19.33
250.0,20.0,10.0,15.0,7.39
5250.0,21.0,21.0,21.0,15.12
350.0,50.0,5.0,20.0,17.41
600.0,35.0,8.0,25.0,12.48
600.0,30.0,3.0,20.0,12.69
1700.0,50.0,20.0,30.0,15.01
1350.0,35.0,25.0,35.0,26.99
5000.0,45.0,14.0,105.0,70.8
225.0,30.0,9.0,23.0,15.1
200.0,20.0,7.0,15.0,15.1
200.0,16.0,11.0,11.0,15.1
4500.0,68.0,53.0,11.0,14.58
675.0,28.0,15.0,15.0,9.27
2800.0,22.0,19.0,22.0,28.27
15800.0,70.0,36.0,48.0,59.51
382.0,20.0,12.0,13.0,16.23
500.0,23.0,11.0,23.0,23.28
482.0,18.0,11.0,16.0,23.17
1725.0,29.0,31.0,16.0,39.32
5500.0,45.0,20.0,45.0,14.29
335.0,21.0,21.0,16.0,17.95
2550.0,20.0,20.0,20.0,27.35
1000.0,30.0,5.0,20.0,8.91
1000.0,30.0,5.0,20.0,8.92
195.0,32.0,4.0,23.0,8.92
6400.0,16.0,2.0,11.0,27.0
1750.0,35.0,10.0,45.0,21.29
200.0,16.0,8.0,14.0,15.79
350.0,16.0,35.0,25.0,9.26
300.0,18.0,9.0,14.0,26.05
500.0,16.0,19.0,15.0,16.63
2375.0,37.0,26.0,22.0,11.15
200.0,16.0,5.0,45.0,12.48
6950.0,72.0,6.0,72.0,34.37
1286.0,24.0,21.0,22.0,19.95
2500.0,47.0,21.0,41.0,20.92
1600.0,30.0,20.0,20.0,18.45
483.0,18.0,12.0,13.0,19.78
350.0,20.0,30.0,30.0,16.11
175.0,35.0,14.0,16.0,12.79
2650.0,31.0,16.0,16.0,21.98
1300.0,30.0,30.0,35.0,18.51
100.0,20.0,3.0,15.0,22.06
1550.0,18.0,16.0,18.0,18.09
350.0,20.0,35.0,20.0,18.23
1200.0,40.0,10.0,30.0,14.97
2200.0,27.0,32.0,17.0,13.46
1000.0,66.0,5.0,30.0,11.25
700.0,19.0,28.0,20.0,11.85
4250.0,30.0,35.0,30.0,11.62
500.0,18.0,16.0,16.0,8.72
6700.0,40.0,20.0,50.0,27.49
7100.0,74.0,10.0,20.0,35.06
1800.0,40.0,10.0,30.0,18.38
536.0,20.0,13.0,18.0,17.44
450.0,25.0,9.0,19.0,15.1
6083.0,51.0,32.0,50.0,49.23
700.0,46.0,7.0,28.0,18.28
9850.0,31.0,61.0,31.0,25.81
350.0,45.0,5.0,35.0,17.05
3125.0,40.0,21.0,32.0,34.48
1850.0,16.0,14.0,15.0,18.42
1400.0,20.0,20.0,20.0,18.05
200.0,16.0,2.0,11.0,11.85
200.0,26.0,15.0,35.0,9.34
900.0,35.0,15.0,15.0,16.74
1600.0,30.0,32.0,21.0,17.97
240.0,18.0,10.0,14.0,7.4
100.0,17.0,2.0,19.0,37.45
250.0,16.0,15.0,15.0,34.15
3600.0,48.0,22.0,11.0,15.76
6600.0,45.0,25.0,35.0,17.45
4700.0,42.0,25.0,15.0,20.15
400.0,40.0,20.0,20.0,34.38
375.0,17.0,5.0,13.0,18.3
1500.0,17.0,33.0,44.0,11.73
650.0,35.0,5.0,30.0,12.76
500.0,17.0,27.0,17.0,12.79
2100.0,69.0,20.0,53.0,33.07
400.0,37.0,6.0,12.0,25.18
900.0,50.0,5.0,50.0,12.79
2700.0,19.0,49.0,34.0,61.27
700.0,80.0,10.0,60.0,19.8
900.0,80.0,10.0,60.0,19.79
700.0,39.0,5.0,20.0,8.8
4000.0,57.0,14.0,36.0,20.63
1250.0,50.0,4.0,26.0,23.14
725.0,23.0,10.0,15.0,12.1
1600.0,30.0,40.0,30.0,16.28
550.0,22.0,22.0,22.0,15.46
1575.0,57.0,9.0,23.0,18.98
2000.0,35.0,10.0,82.0,10.91
1575.0,28.0,29.0,34.0,26.93
150.0,17.0,8.0,14.0,22.06
11150.0,28.0,4.0,28.0,23.63
200.0,16.0,11.0,11.0,14.1
190.0,23.0,14.0,21.0,13.26
2530.0,19.0,17.0,17.0,14.46
6600.0,35.0,38.0,35.0,26.2
700.0,45.0,15.0,35.0,12.69
100.0,28.0,13.0,12.0,11.06
2300.0,42.0,29.0,28.0,33.93
5950.0,47.0,19.0,23.0,14.58
150.0,35.0,10.0,25.0,16.81
100.0,22.0,2.0,19.0,14.33
250.0,16.0,16.0,16.0,15.47
400.0,25.0,25.0,25.0,7.78
750.0,30.0,28.0,28.0,14.13
150.0,16.0,5.0,16.0,7.78
500.0,19.0,12.0,13.0,15.31
4000.0,50.0,12.0,35.0,34.94
100.0,16.0,3.0,11.0,7.39
